小区名称,户型,面积,区域,楼层,朝向,单价（平方米）Y,建筑时间
宁馨小区,1室0厅,36.9,闸北,高区/6层,朝南,79945,1992年建
五月花都荟豪庭（公寓）,1室2厅,82.12,闸北,中区/38层,朝南,85241,2011年建
共和新路970弄,1室1厅,45.53,闸北,中区/6层,朝南,59301,1964年建
景峰苑,2室1厅,53,闸北,中区/7层,朝南北,60377,1995年建
昆泰大厦,2室1厅,82.66,闸北,中区/23层,朝东南,51778,
心族公寓,3室2厅,129.59,闸北,高区/11层,朝南北,76240,1998年建
银都二村（闸北）,2室1厅,64.46,闸北,高区/6层,朝南,54297,1995年建
绿洲雅宾利花园（二期）,2室1厅,82.8,闸北,低区/29层,朝南,106280,2010年建
芷江西路453弄,3室1厅,67.74,闸北,中区/6层,朝南,73811,1994年建
康平小区,1室0厅,36.86,闸北,高区/6层,朝南,55615,1986年建
康泉小区,3室1厅,90.14,闸北,低区/6层,朝南,61016,1993年建
永盛苑,2室2厅,122.02,闸北,中区/32层,朝南北,77856,
万豪公寓,3室2厅,145.9,闸北,中区/17层,朝东南,82248,
西藏北路1145号,1室1厅,32.14,闸北,高区/7层,朝南,64716,1986年建
粤秀苑,2室1厅,70.31,闸北,高区/6层,朝南,66846,1996年建
康泉小区,2室1厅,54.48,闸北,高区/6层,朝东南,51395,1995年建
复地新都国际,4室2厅,223.13,闸北,高区/25层,朝南北,98597,2011年建
康平小区,1室0厅,30.27,闸北,高区/6层,朝南,66072,1984年建
岭南路100弄,2室1厅,74.24,闸北,高区/7层,朝南,49164,1996年建
彭新小区,1室0厅,32.6,闸北,高区/6层,朝南,61349,1985年建
粤秀苑,1室1厅,41.11,闸北,高区/6层,朝南,85137,1996年建
彭豪公寓,2室1厅,60.51,闸北,高区/6层,朝南,57841,1996年建
宁和小区,1室1厅,45.54,闸北,低区/6层,朝南,87834,1992年建
共康三村,2室0厅,44.84,闸北,高区/6层,朝南,51293,1995年建
和源名城,2室1厅,75.88,闸北,低区/33层,朝南北,60622,2011年建
复元坊,3室1厅,98.5,闸北,低区/20层,朝东,59898,1994年建
和源名城,1室1厅,51.29,闸北,中区/33层,朝南,68239,2011年建
临汾名城,3室2厅,115.68,闸北,高区/13层,朝南北,60511,2007年建
和源祥邸珑庭,2室2厅,88.44,闸北,高区/14层,朝南北,88195,2011年建
永和东村,2室2厅,85.39,闸北,低区/6层,朝南北,55041,1998年建
场中路3316号,1室1厅,35.12,闸北,中区/6层,朝南,61218,1991年建
和源祥邸珑庭,3室2厅,137.74,闸北,低区/14层,朝南北,76230,2011年建
中星馨恒苑,2室2厅,90.55,闸北,中区/8层,朝南北,69574,2014年建
金城大厦,3室2厅,38,闸北,低区/28层,朝南,52631,
保平小区,2室1厅,76.21,闸北,低区/13层,朝南,49862,1994年建
八方小区,1室1厅,39.61,闸北,高区/6层,朝西南,100984,1991年建
永和二村,2室0厅,54.97,闸北,高区/6层,朝南北,56394,
龙潭小区,1室0厅,35.44,闸北,高区/6层,朝南北,59255,1994年建
洛川中路1100弄,2室0厅,47.23,闸北,高区/6层,朝南,63518,1982年建
悦公馆,2室2厅,89,闸北,高区/24层,朝南北,111797,2010年建
平型关路450弄,1室1厅,42.81,闸北,高区/5层,朝南,65405,1987年建
嘉茵苑,3室2厅,120.57,闸北,中区/6层,朝南北,64692,
绿苑公寓,5室2厅,170.79,闸北,高区/6层,朝南北,64406,2000年建
歌林春天馨园,2室2厅,97.22,闸北,中区/13层,朝南,78173,
和源名城,4室2厅,153.82,闸北,高区/30层,朝南北,49278,2011年建
长城苑,2室2厅,103.68,闸北,低区/28层,朝南,72337,
河滨豪园,5室2厅,238.99,闸北,高区/32层,朝南北,125528,2000年建
冠华大楼,4室1厅,126.87,闸北,高区/4层,朝南北,63056,1955年建
圣和圣广场（公寓）,2室2厅,83.54,闸北,低区/31层,朝北,101747,
玉峰花园,2室2厅,90.23,闸北,低区/6层,朝南,63171,1995年建
歌林春天馨园,4室2厅,161.21,闸北,中区/13层,朝南北,93046,
三泉路424弄,2室1厅,67.58,闸北,高区/6层,朝南北,47351,1992年建
世纪花苑,4室2厅,178.28,闸北,高区/5层,朝南北,52726,
保平小区,2室1厅,77.43,闸北,低区/13层,朝南,56825,1993年建
兴泉小区,2室1厅,51.19,闸北,低区/6层,朝南北,58605,1995年建
三泉家园,4室2厅,165.19,闸北,高区/6层,朝南北,42375,2001年建
幸福新苑,2室0厅,50.28,闸北,高区/6层,朝南,59665,1996年建
幸福第一公寓,3室2厅,123.13,闸北,低区/15层,朝南,44668,1995年建
和源名城,3室1厅,94.73,闸北,高区/35层,朝南北,52781,
东方明珠大宁公寓,2室1厅,83.7,闸北,高区/6层,朝南北,77658,1997年建
景峰苑,2室0厅,55.26,闸北,低区/6层,朝南,68765,1995年建
悠和家园,3室2厅,114.42,闸北,中区/17层,朝南北,83027,2006年建
阳城美景,5室4厅,187.78,闸北,高区/6层,朝南,50591,2005年建
保平小区,2室1厅,65.47,闸北,低区/13层,朝南北,54223,1993年建
万荣小区,2室1厅,66.64,闸北,低区/6层,朝南,58523,1994年建
临汾名城,3室2厅,129.77,闸北,高区/17层,朝南北,58565,2007年建
阳城贵都,3室2厅,151.4,闸北,高区/11层,朝南,79260,2009年建
上海滩大宁城（公寓）,3室2厅,90.1,闸北,中区/32层,朝南,86570,2011年建
三泉家园,3室2厅,146.18,闸北,高区/6层,朝南北,44465,2001年建
新弘国际公寓,2室2厅,112.98,闸北,中区/32层,朝南北,76119,2008年建
峥宸苑,2室2厅,95.63,闸北,低区/14层,朝南北,65878,2005年建
复地新都国际,3室2厅,151.49,闸北,低区/32层,朝南北,79213,2011年建
悠和家园,3室2厅,120.94,闸北,低区/9层,朝南北,67802,2006年建
中海万锦城（二期）,2室2厅,83.66,闸北,中区/16层,朝南,62156,2012年建
恒丰路64弄,1室1厅,45.14,闸北,中区/6层,朝南,70890,1990年建
中海万锦城（三期）（公寓）,3室2厅,138.06,闸北,高区/38层,朝南北,79675,2014年建
中海万锦城（三期）（公寓）,3室2厅,126.26,闸北,低区/36层,朝南北,77459,2014年建
玉峰花园,1室1厅,52.99,闸北,高区/6层,朝南北,60388,1995年建
海天大厦,2室1厅,95.45,闸北,高区/24层,朝南,68098,
永和阳光苑,2室2厅,90.46,闸北,低区/11层,朝南北,71854,2005年建
阳城美景,2室2厅,89.21,闸北,中区/6层,朝南北,66136,2005年建
临汾花园,1室1厅,50.09,闸北,中区/6层,朝南,55899,
保德路425弄,2室1厅,57.18,闸北,中区/6层,朝南北,59461,1990年建
临汾名城,2室2厅,97.01,闸北,中区/13层,朝南,63910,2007年建
昌林公寓,2室1厅,70.87,闸北,高区/6层,朝南北,47975,1996年建
永乐苑,3室2厅,130.31,闸北,中区/6层,朝南北,68145,1998年建
汾西路261弄,2室1厅,56,闸北,高区/6层,朝南,56250,1988年建
阳景小区,1室0厅,35.42,闸北,高区/6层,,50818,1993年建
白玉兰馨园,1室2厅,56.4,闸北,高区/12层,,62943,2004年建
临汾路1515弄,2室1厅,59.57,闸北,低区/6层,朝南北,55397,1996年建
万荣新苑,2室1厅,70.89,闸北,高区/6层,朝南北,63478,1994年建
永和三村,2室1厅,69.35,闸北,高区/6层,朝南,54794,1996年建
阳曲小区,2室1厅,57.73,闸北,中区/6层,朝南,56296,1987年建
共康四村,2室1厅,78.93,闸北,高区/6层,朝南,49410,1995年建
康悦亚洲花园,2室2厅,102.1,闸北,中区/16层,朝南北,66111,
歌林春天馨园,3室2厅,156,闸北,低区/16层,朝南北,76923,2002年建
鹏程宝都,3室2厅,141.53,闸北,中区/11层,朝南北,42252,1996年建
白玉兰馨园,4室2厅,108.28,闸北,高区/6层,朝南北,54950,2004年建
临汾名城,4室2厅,171.94,闸北,高区/13层,朝南,62812,2007年建
中海万锦城（三期）（公寓）,3室2厅,136.66,闸北,高区/21层,朝南北,86345,2014年建
三泉家园,3室2厅,178.52,闸北,高区/6层,朝南北,52375,2001年建
奔腾新干线,1室1厅,49.34,闸北,中区/32层,朝东南,84110,2003年建
新红厦公寓,3室2厅,117.6,闸北,中区/25层,朝南北,76190,2006年建
华祺苑,1室2厅,85.38,闸北,中区/28层,朝南,86671,
锦灏佳园,3室2厅,132.31,闸北,高区/7层,朝南北,83138,2002年建
永和家园,2室2厅,94.97,闸北,高区/8层,朝南北,64230,2007年建
乐业公寓,2室2厅,94.24,闸北,高区/6层,朝南北,65789,1999年建
南山路71弄,1室1厅,45.19,闸北,高区/7层,朝南,66386,1995年建
芷江西路453弄,2室0厅,36.62,闸北,高区/6层,朝南,73730,1994年建
爱建新家园,2室2厅,95.28,闸北,中区/6层,朝南,57724,1998年建
紫兰苑,2室2厅,98.88,闸北,高区/17层,朝南,76860,2007年建
新梅共和城,3室2厅,176.47,闸北,高区/11层,朝南北,78200,
振和公寓,2室2厅,81.95,闸北,高区/7层,朝南北,62843,1999年建
和诚公寓,1室2厅,66.85,闸北,高区/6层,朝南,59087,1997年建
新弘国际公寓,2室2厅,113.2,闸北,低区/32层,朝南北,78621,2008年建
通源小区,2室1厅,63.56,闸北,中区/6层,朝南,66393,1993年建
普善路30号,2室0厅,50.63,闸北,高区/6层,朝东南,61821,1980年建
临汾路1515弄,1室0厅,41,闸北,中区/6层,朝南,57317,1995年建
共康四村,2室1厅,70,闸北,高区/6层,朝南,48571,1995年建
景阳小区,1室1厅,44.5,闸北,中区/6层,朝南,53932,1994年建
阳曲路470弄,2室0厅,48,闸北,高区/6层,朝南,54166,1992年建
万荣小区,1室1厅,44,闸北,低区/6层,朝南北,63636,1996年建
永和三村,2室1厅,59.75,闸北,高区/6层,朝南北,59414,1996年建
临汾花园,2室1厅,55.89,闸北,低区/6层,朝南,59044,
金泉苑（闸北）,2室1厅,70.27,闸北,高区/6层,朝南,53365,1999年建
景阳小区,1室1厅,42.14,闸北,高区/6层,朝南,52206,1994年建
景凤路521弄,2室0厅,52.46,闸北,低区/6层,朝南北,53373,1993年建
共康三村,2室1厅,57.91,闸北,中区/6层,朝南北,59575,1995年建
星城美景苑,3室2厅,133.88,闸北,中区/6层,朝南北,68718,2003年建
阳曲小区,2室0厅,57.6,闸北,高区/6层,朝南,50694,1988年建
阳曲路470弄,1室0厅,35.8,闸北,高区/6层,朝南,53072,1992年建
景阳小区,1室1厅,40.63,闸北,高区/6层,朝南,56608,1994年建
景凤路521弄,2室0厅,50.34,闸北,高区/6层,朝南北,49662,1989年建
共康四村,2室1厅,60,闸北,低区/6层,朝南,51666,1997年建
永和三村,2室1厅,59.53,闸北,高区/6层,朝南北,58793,1996年建
阳曲路760弄,1室1厅,41.32,闸北,高区/6层,朝南,56389,1994年建
临汾路1565弄,2室1厅,59.22,闸北,中区/6层,朝南,54880,1994年建
成亿花园,3室2厅,128.05,闸北,低区/11层,朝南北,64662,2003年建
临汾路1564弄,2室1厅,59.37,闸北,高区/6层,朝南北,48677,1995年建
阳景小区,1室1厅,35.42,闸北,低区/6层,朝南,59288,1993年建
阳曲路400弄,2室1厅,73.17,闸北,中区/14层,朝南北,56033,1990年建
昌林公寓,1室1厅,54.48,闸北,高区/6层,朝南,51027,1996年建
鹏程宝都,2室1厅,99.02,闸北,中区/14层,朝西南,51504,1998年建
景星苑,2室2厅,103.57,闸北,低区/11层,朝南北,77242,2002年建
共康三村,2室1厅,60.52,闸北,高区/6层,朝南,52875,1995年建
万荣小区,2室1厅,55.11,闸北,高区/6层,朝南北,59880,1994年建
临汾小区,2室1厅,57.35,闸北,高区/6层,朝南,61028,1988年建
景阳小区,1室1厅,44.06,闸北,高区/6层,朝南北,52201,1994年建
临汾路1564弄,2室1厅,65.87,闸北,中区/6层,朝南,53894,1995年建
金泉苑（闸北）,2室1厅,68.54,闸北,高区/6层,朝南北,59089,1997年建
瑞和家园,2室2厅,88.63,闸北,低区/6层,朝南北,59799,2005年建
里昂公寓,2室1厅,66.65,闸北,高区/6层,朝南北,57014,1999年建
万荣小区,3室0厅,84.81,闸北,低区/6层,,62492,1996年建
共康三村,1室0厅,35.79,闸北,低区/6层,朝南,55881,1995年建
景凤小区,2室1厅,59.8,闸北,高区/6层,朝南,55183,1994年建
成亿花园,2室2厅,95.87,闸北,中区/6层,朝南北,62584,2003年建
宜川小区,1室0厅,41.94,闸北,高区/6层,朝南,66762,1993年建
保德路448弄,2室2厅,110.87,闸北,中区/4层,朝南,52313,2004年建
昌林公寓,2室1厅,100,闸北,低区/6层,朝南北,48000,1996年建
绿苑（闸北）,6室4厅,102.05,闸北,高区/6层,朝南,70553,1997年建
汾西路261弄,1室1厅,44.7,闸北,高区/6层,朝南,53691,1988年建
临汾花园,2室2厅,107.39,闸北,中区/18层,朝南北,60527,2003年建
汾西路261弄,2室1厅,53.88,闸北,低区/6层,朝南,56607,1988年建
保德路241弄,2室1厅,62.8,闸北,高区/6层,朝南北,49363,1994年建
金纺小区,3室2厅,131.04,闸北,高区/25层,朝南北,53418,1998年建
彭新小区,2室0厅,49.38,闸北,高区/6层,朝南北,51640,1985年建
三兴大楼,1室1厅,47.87,闸北,低区/24层,朝东南,66847,1992年建
景峰苑,2室0厅,50.75,闸北,中区/6层,朝南,63054,1995年建
中鸿大厦,2室1厅,77.28,闸北,中区/26层,朝东南,77639,2001年建
三泉路517弄,1室1厅,42.73,闸北,高区/6层,朝南北,45635,1993年建
银都二村（闸北）,2室1厅,56.86,闸北,中区/6层,朝南北,58037,1995年建
和源大楼,1室0厅,32.05,闸北,低区/9层,朝东,43681,2010年建
华侨城苏河湾（商住）,2室2厅,161.13,闸北,中区/22层,,74474,
保德路1010弄,2室0厅,50.94,闸北,高区/6层,朝南北,54966,1992年建
通源小区,2室0厅,52.67,闸北,低区/6层,朝南,68350,1984年建
柳营路1025弄,1室0厅,36.79,闸北,高区/6层,朝南,67953,1988年建
闸北场中公寓,1室1厅,38.55,闸北,高区/6层,朝南,64850,1998年建
中华新路893弄,2室1厅,36.53,闸北,低区/6层,朝南,67889,1978年建
中华新路893弄,2室1厅,39.23,闸北,高区/5层,朝南,68824,1978年建
延长小区（闸北）,2室1厅,64.49,闸北,高区/5层,朝南,77531,1990年建
宁和小区,2室1厅,56.75,闸北,高区/6层,朝南北,79295,1992年建
汉中小区,2室0厅,45.83,闸北,高区/7层,朝南北,67641,
八方小区,1室1厅,68.84,闸北,高区/7层,朝南北,62463,1995年建
光华坊,1室1厅,36.39,闸北,高区/7层,朝南,71448,1996年建
保德路241弄,2室0厅,51.65,闸北,低区/6层,朝南,54211,1994年建
阳城世家苑,3室2厅,151,闸北,低区/14层,朝南,62913,2007年建
共康四村,2室1厅,60.5,闸北,中区/6层,朝南北,49586,1997年建
和源名城,1室1厅,50.95,闸北,低区/33层,朝南,64769,2011年建
阳城世家苑,2室2厅,99.3,闸北,低区/14层,朝南北,95669,2007年建
中海万锦城（四期）,2室1厅,43.85,闸北,低区/21层,朝西北,82098,2011年建
谈家桥路163弄,1室0厅,49,闸北,低区/6层,朝南,71428,1991年建
洛川东路400弄,1室0厅,29.34,闸北,高区/7层,朝北,57941,1981年建
中兴财富国际公寓,2室1厅,79.72,闸北,高区/34层,朝西南,77772,
新鑫公寓,4室2厅,151.16,闸北,高区/6层,朝南北,62847,1999年建
志园公寓,2室1厅,83.84,闸北,中区/7层,朝南北,67986,1998年建
紫祥小区,3室1厅,46.49,闸北,高区/6层,朝南,70983,1981年建
三泉公寓,3室2厅,148.69,闸北,高区/6层,朝南北,49767,1999年建
望源公寓,4室3厅,166.51,闸北,高区/6层,,45042,2000年建
阳城美景,4室2厅,171.09,闸北,高区/9层,朝,64293,2005年建
芷江中路493弄,2室1厅,60.35,闸北,高区/7层,朝西南,65451,1992年建
粤秀苑,2室2厅,90.55,闸北,低区/6层,朝南北,68470,1998年建
爱建新家园,3室2厅,177.93,闸北,中区/5层,朝南,59011,1999年建
合兴小区,2室1厅,94.94,闸北,中区/20层,朝东北,59511,1993年建
蒙特利名都城,4室2厅,167.1,闸北,中区/12层,朝南北,89766,2007年建
盛世家园,4室2厅,146.89,闸北,高区/6层,朝南北,47654,2002年建
洛川东路400弄,2室1厅,77.72,闸北,高区/7层,朝南北,66906,1981年建
绿柳苑,3室2厅,145.08,闸北,高区/6层,朝南,63413,2002年建
宁和小区,2室1厅,57.46,闸北,低区/6层,朝南北,79185,
新鑫公寓,4室3厅,162.65,闸北,高区/6层,朝南北,64555,1999年建
蝶花公寓,3室2厅,155.52,闸北,高区/20层,朝东南,61085,
阳城花园,4室2厅,140.6,闸北,高区/6层,朝南北,56899,2001年建
阳城世家苑,3室2厅,116.22,闸北,高区/14层,朝南北,84322,2007年建
三泉家园,5室2厅,184.37,闸北,高区/6层,朝南北,46102,2003年建
鑫安公寓,3室2厅,129,闸北,高区/6层,朝南北,60465,1999年建
阳城花园,4室2厅,168.34,闸北,高区/6层,朝南北,56136,2002年建
永泉公寓,3室2厅,99.2,闸北,高区/6层,朝南,65524,2002年建
爱建新家园,3室2厅,156.9,闸北,高区/6层,朝南北,50350,1998年建
英达大厦,7室5厅,365.17,闸北,高区/23层,朝南北,43815,1997年建
新鑫公寓,5室3厅,142.28,闸北,高区/6层,朝南北,73798,1999年建
崇文园,3室2厅,114.02,闸北,低区/14层,朝南北,74548,
申地苑,4室2厅,192.64,闸北,高区/18层,朝南北,70078,2003年建
和源名城,2室1厅,77.8,闸北,低区/33层,朝南,58483,2011年建
景凤小区,2室1厅,56.45,闸北,中区/5层,朝南北,56687,1993年建
临汾路1564弄,2室1厅,53.24,闸北,低区/6层,朝南,53531,1995年建
和源名城,2室1厅,76,闸北,中区/33层,朝南北,60526,2011年建
和源祥邸珑庭,2室2厅,91.07,闸北,高区/6层,朝南北,93334,2011年建
永乐苑,4室2厅,130.88,闸北,高区/6层,朝南北,62652,1999年建
和源名城,2室2厅,80.33,闸北,低区/32层,朝南,56018,
临汾名城,2室2厅,96.49,闸北,中区/13层,朝南北,65809,2007年建
和源名城,1室1厅,52.85,闸北,低区/33层,朝南,64333,2011年建
临汾花园,2室1厅,67.15,闸北,高区/6层,朝南北,52866,1997年建
望景苑,2室2厅,110.18,闸北,高区/11层,朝南北,72154,2002年建
景星苑,2室2厅,106.48,闸北,中区/11层,朝南北,75131,2002年建
和源祥邸珑庭,2室2厅,88.62,闸北,高区/14层,朝南北,97043,2011年建
临汾路1565弄,2室1厅,52.59,闸北,高区/6层,朝南北,47537,1994年建
阳曲小区,2室1厅,57.8,闸北,低区/6层,朝南,54498,1987年建
白玉兰馨园,1室1厅,56.4,闸北,低区/12层,朝南,55851,2004年建
中海万锦城（二期）,2室2厅,46.43,闸北,低区/17层,朝北,71074,2012年建
中海万锦城（二期）,2室1厅,82.88,闸北,高区/17层,朝西北,63947,2012年建
慧芝湖花园,2室2厅,79.2,闸北,高区/36层,朝南,85858,2011年建
中星馨恒苑,4室2厅,176.66,闸北,中区/13层,朝南北,67927,2014年建
乐业公寓,2室2厅,89.41,闸北,低区/6层,朝南北,54803,1999年建
中海万锦城（四期）,2室2厅,78.71,闸北,中区/19层,朝西南,60983,
中海万锦城（三期）（公寓）,3室2厅,138.18,闸北,高区/38层,朝南北,83224,2014年建
